Username;Komentar;Tanggal
SitiRom05533469;@PaltiWest2024 Susunya habis dibagi bagikan oleh fufufafa;Mon Jan 06 08:51:30 +0000 2025
SaifulA1207443;@PaltiWest2024 manisnya janji;Mon Jan 06 06:05:57 +0000 2025
TGledek2;@PaltiWest2024 bergizi apanya nih?;Mon Jan 06 05:09:21 +0000 2025
walkingwolrd;@PaltiWest2024 Ga layak bgt masih mending beli makan di warteg;Mon Jan 06 17:30:35 +0000 2025
arillavarendra;@PaltiWest2024 Oke gas oke gas;Mon Jan 06 04:44:38 +0000 2025
LNoorainy;@PaltiWest2024 Pdhal nugget itu tdk bergizi;Mon Jan 06 06:32:28 +0000 2025
yapjabar;@PaltiWest2024 Susu omon�;Mon Jan 06 07:07:12 +0000 2025
WisanggeniLagi;@PaltiWest2024 Yang penting sudah menang. Ok gas.... jogetin aja!!!;Mon Jan 06 05:14:33 +0000 2025
si_bibi;@PaltiWest2024 Yawlaaa... Masakan ibu mereka jauh lebih enak dan bergizi pastinya.;Mon Jan 06 05:42:23 +0000 2025
aerhakim_;@PaltiWest2024 bzirr masih enakan menu jumat berkah di masjid langganan gue;Mon Jan 06 17:11:05 +0000 2025
Ngadinopanser;@PaltiWest2024 Susu di bagi terpisah;Mon Jan 06 06:30:00 +0000 2025
SangkalaBayu;@PaltiWest2024 Makan prihatin nasional;Mon Jan 06 06:23:02 +0000 2025
Desto11879838;@PaltiWest2024 Dimakan gak sama bocah2 yang kadang susah makan alias milih2?;Mon Jan 06 08:06:24 +0000 2025
firedaus360955;@PaltiWest2024 Nanti lama lama biar praktis dikasih duitnya aja ceban � 22 hari;Mon Jan 06 04:39:29 +0000 2025
7Nascita60056;@PaltiWest2024 Lahaula walakuwata .......;Mon Jan 06 13:34:10 +0000 2025
shardja98;@PaltiWest2024 cari tau bro susu nya produksi siapa owner nya siapa aja.;Mon Jan 06 06:02:31 +0000 2025
Dzikra_deva;@PaltiWest2024 bulan kedua siap siap Daun KELOR + PROMAG + ENERGEN;Mon Jan 06 05:32:13 +0000 2025
AmrullahSa35389;@PaltiWest2024 Kasian rakyat...;Mon Jan 06 05:52:28 +0000 2025
PribumiD;@PaltiWest2024 hari pertama gimna pas sudah 3nbulan bisa tggl nasi plus tempe saja semoga ada menu rendang;Mon Jan 06 07:48:10 +0000 2025
CakSabri1;@PaltiWest2024 Badan Gizi Nasional silahkan memberi motivasi kepada anak2 agar sabar dan tabah ;Mon Jan 06 07:15:22 +0000 2025
deBUGsy;@PaltiWest2024 hasil studi banding ke swedia ;Mon Jan 06 04:37:51 +0000 2025
cintasejatiyou;@PaltiWest2024 Air putih dan susu bawa sendiri dari rumah Bang ;Mon Jan 06 06:42:08 +0000 2025
TTariuu;@PaltiWest2024 ????????;Mon Jan 06 05:32:34 +0000 2025
ZhaoYunZiLong03;@PaltiWest2024 Jgn2 mksdnya brgizi gratis itu gizinya gratis alias... ;Mon Jan 06 08:08:18 +0000 2025
budsan73;@PaltiWest2024 Untuk anak2 dari orang tua kelas menengah ini di bawah standar mereka ga sih? Kuatirnya anak malah jadi malas makan dan kurang asupan ;Mon Jan 06 06:51:00 +0000 2025
drupadawan;@PaltiWest2024 ppn 12% batal = susu batal;Mon Jan 06 13:48:59 +0000 2025
AmakRimbak_;@PaltiWest2024 https://t.co/98t0ifEivy;Mon Jan 06 06:05:03 +0000 2025
LiePranowo;@PaltiWest2024 @Rizieq_Sangean Lhah lu nyumbang sono kalo menurut lu itu blm cukup...;Mon Jan 06 05:31:47 +0000 2025
xkruzgan1819;@PaltiWest2024 Rasain.. Emang enak dikibulin..;Mon Jan 06 07:20:18 +0000 2025
AbdulSa52861399;@PaltiWest2024 Bsk ada yang bandingkan enakan makanan dirumah itu pasti kata2 yang keluar ini realita semangat 58 dan 12 %;Mon Jan 06 06:51:50 +0000 2025
mieayam12465001;@PaltiWest2024 Udh gk belain junjungan lg ? Hbs kontrak ye;Mon Jan 06 06:25:53 +0000 2025
Woodlands1919;@PaltiWest2024 Kl menunya kyk gini... dijamin gk bakal lama... Anak2 gk pada doyan... tidak menimbulkan selera Mubazir...;Mon Jan 06 05:44:06 +0000 2025
T4atak;@tempodotco Lanjutkan MBG upaya membangun generasi hebat;Mon Apr 21 11:48:01 +0000 2025
jiah_kookie;@tempodotco Kalo orangnya rasional sih harusnya iya dihentikan;Mon Apr 21 10:40:21 +0000 2025
diptherium;@tempodotco Berhentikan MBG = melawan mandat prabowo = penghianat negara;Tue Apr 22 00:42:16 +0000 2025
theinand;@tempodotco Yg memerlukan gizi di daerah� pinggiran. Kota� besar gak usah.;Mon Apr 21 05:24:32 +0000 2025
Boslebong;@tempodotco Fungsinya prabowo apa sih jdi preziden ;Mon Apr 21 14:07:20 +0000 2025
potradjaya1;@tempodotco Lagian tidak semua janji harus di tepati. Raja jamet punya 60 janji tapi semua kocar kacir GPP ko;Mon Apr 21 07:02:53 +0000 2025
okokay357;@tempodotco MBG dan ordal sangat ramai di daerah program eksklusif bro...;Mon Apr 21 07:07:45 +0000 2025
white_lyly;@tempodotco Seringkali kejadian org sok kaya ngadain hajatan tp beli tiren akhirnya dapat hujatan sekampung;Mon Apr 21 07:39:56 +0000 2025
DM21514;@tempodotco Ga usah di hentikan juga udah banyak yg berenti sendiri. Duit nya udah abis di korupsi;Tue Apr 22 00:17:13 +0000 2025
FariizMS;@tempodotco MBG tidak menyeluruh. Masih ada SD yg blm dapat. Proyek.;Mon Apr 21 07:51:49 +0000 2025
pakkeettt;@tempodotco Nanti siapa dong yg ngasih makan EGO si gendut kalau programnya ga jalan?;Mon Apr 21 08:53:36 +0000 2025
_curasta_;@tempodotco hentikan atau negara bangkrut;Tue Apr 22 06:29:44 +0000 2025
zulpskech;@tempodotco Sumpah bgt klo mbg distop ngga bakal deh di kecengin. Janji deh pak;Tue Apr 22 13:17:10 +0000 2025
SaveMuslim_;@tempodotco Gas joget!!!;Mon Apr 21 06:15:45 +0000 2025
FieNunna;@tempodotco Tempat ku aja belum dapat samasekali....;Mon Apr 21 06:24:10 +0000 2025
flyingkisshua;@tempodotco Banyak bgt buzzer yg komen jinglah;Mon Apr 21 17:59:09 +0000 2025
getsetgoes;@tempodotco Obsesss;Tue Apr 22 03:10:02 +0000 2025
oglex1;@tempodotco semua penyebab kisruh sebaiknya dihentikan apapun itu.;Tue Apr 22 02:00:20 +0000 2025
neo_k00k33;@tempodotco https://t.co/wm1MFAjJIl;Mon Apr 21 04:52:35 +0000 2025
birth_easywin;@tempodotco Lebih baik dihentikan karena masih byk sekolah an yg belum kebagian MBG ini contohnya disekolah anak sy blm pernah sekali pun ada program MBG ini.;Mon Apr 21 16:42:01 +0000 2025
souwths;@tempodotco Klo msh ngeyel siap2 bubar lebih cepet;Mon Apr 21 07:18:55 +0000 2025
Ach_Faizal;@tempodotco Sudah diduga dari awal negeri para maling akan gagal mengelola proyek rakyat.;Tue Apr 22 01:14:37 +0000 2025
achmadtole;@tempodotco Jangan di hentikan lah ini program MBG menyediakan makanan bergizi secara gratis untuk anak-anak di sekolah banyak yg terbantu krn program ini. Lanjutkan MBG;Mon Apr 21 11:24:46 +0000 2025
SarinembahFarm;@tempodotco Saya setuju dengan @antikorupsi - lebih baik dihentikan - sudah banyak korban keracunan dan juga mitra yang belum dibayar. Saya yakin Pak @prabowo ngotot terus karena beliau malu kalau dibilang gagal. Apakah beliau tidak malu - proyek emasnya penyebab kesengsaraan rakyat?;Tue Apr 22 12:51:18 +0000 2025
Aa363738;@tempodotco korban MBG kembali berjatuhan https://t.co/SZx4vEiPha;Mon Apr 21 22:39:20 +0000 2025
PapaSinamb94529;@tempodotco Stop MBG ganti proyek padat karya.;Tue Apr 22 03:46:45 +0000 2025
zidanmenang;@tempodotco Kan dibilang juga apa;Tue Apr 22 09:09:18 +0000 2025
Raden_Mas_Budi;@tempodotco @antikorupsi dasar antek asing? Lo dagelan pull no pantengin kasus Hasto SM tambayong;Tue Apr 22 00:49:42 +0000 2025
Alfajarsdq;@tempodotco @grok bagaimana perkembangan dari program pemerintah Makanan Bergizi Gratis ini ?;Mon Apr 21 16:51:18 +0000 2025
viiiiiire273;@tempodotco Gitu toh cara mainnya;Tue Apr 22 10:40:07 +0000 2025
njiimnida;@tempodotco see???;Tue Apr 22 03:00:00 +0000 2025
vice_chipchop;@PaltiWest2024 1 makan bergizi tanpa sus 2-3 menunggu susu dari wakil 2 3 biar dapet suara dan publisitas ~jarjarjit bings;Mon Jan 06 08:16:12 +0000 2025
jokodoloq;@PaltiWest2024 Minimal ayam dan susu dong;Mon Jan 06 06:08:41 +0000 2025
Syafira2010;@PaltiWest2024 Siap siap pelihara kambing dan lele dijamin bisnis sisa sampah makan gratis seabrek abrek anak zamam now makanan seperti itu kurang diminati mereka lebih senang baksa somay batagor mie ayam mie goreng cilok telur gulung ujung ujungnya ntar kasih cash aja 10rb peranak;Mon Jan 06 05:56:02 +0000 2025
DadangPurba;@PaltiWest2024 Dari dos nya saja beda jangan2 kmu sebar hoax lagi ;Mon Jan 06 09:22:44 +0000 2025
sinyo_tony;@PaltiWest2024 sampe kapan ini akan berlanjut ??????;Mon Jan 06 07:49:59 +0000 2025
shuntarou_7;@PaltiWest2024 Namanya juga MSG makan siang gratis;Mon Jan 06 07:20:35 +0000 2025
Djuwan16;@PaltiWest2024 Susunya SDH dambil fufufafa;Mon Jan 06 08:57:42 +0000 2025
lukman_rev;@PaltiWest2024 Masih uji coba;Mon Jan 06 07:09:23 +0000 2025
sisha8787;@PaltiWest2024 Gue mah males makan menu kek gitu menghina bangettt... mending Indomie + telor + kornet ;Mon Jan 06 09:30:04 +0000 2025
Sima1Syaifuddin;@PaltiWest2024 Atuh mah mending orangtua nya bekalin masakin nasi goreng plus dadar telor;Mon Jan 06 07:52:23 +0000 2025
manggisuu;@PaltiWest2024 Enakan buatan MAMAK;Mon Jan 06 08:50:02 +0000 2025
febyandrian_;@PaltiWest2024 Nugget ikan :'(;Mon Jan 06 06:25:39 +0000 2025
Sudarno69710001;@PaltiWest2024 Ayo BAZeER Banteng Termakan Hasto Kita Tunggu HOAK Selanjutnya OCCRP udah Busuk ya hh;Mon Jan 06 09:05:34 +0000 2025
_gardeniaa_;@PaltiWest2024 Anak sebelah bu guru nampak kecewa ;Mon Jan 06 06:07:31 +0000 2025
DaengGalon;@PaltiWest2024 Parah bang..;Mon Jan 06 06:52:08 +0000 2025
aylin_basyasya;@PaltiWest2024 https://t.co/bhV1a90ijW;Mon Jan 06 08:14:11 +0000 2025
TriadeAmarullo2;@PaltiWest2024 Enakan telur gulung pake nasi... #hahaha;Mon Jan 06 17:02:50 +0000 2025
PBG_07;@PaltiWest2024 HEBOH!! INI DIA DAPUR MAKANAN BERGIZI DI BOGOR simak videonya di link berikut: https://t.co/PyRFEamYou;Sat Jan 25 14:30:42 +0000 2025
BarisanPemudaRI;@PaltiWest2024 https://t.co/f3ZMzsjIHx;Tue Jan 07 06:57:15 +0000 2025
AbdulRachimmks;@PaltiWest2024 PERCAKAPAN MAKAN SIANG GRATIS Q: Kenapa ayamnya gak dihabiskan? A: Soalnya ayamnya rasanya aneh ... https://t.co/VyEVKxUjoY;Mon Jan 06 10:51:13 +0000 2025
PenDjooLL;@PaltiWest2024 @mulanbilqis Sue2 sego kucing karo gereh pindang tok mangewu;Mon Jan 06 06:34:27 +0000 2025
dekaxn;@PaltiWest2024 Itu juga sudah ada gizinya kak;Sat Apr 12 23:26:02 +0000 2025
ramelan10;@PaltiWest2024 Banyak yang di korupsi;Tue Jan 07 02:23:01 +0000 2025
leerona39;@PaltiWest2024 Ini penipuan;Mon Jan 06 14:00:37 +0000 2025
chelsea_putri13;@PaltiWest2024 Buncisnya cuman segitu ? Yaampun;Tue Jan 07 09:39:07 +0000 2025
domiinoooo12;@PaltiWest2024 pale lu peang 12% itu dari pemangkasan APBN;Wed Feb 05 06:42:40 +0000 2025
ilfan04;@PaltiWest2024 Mendingan ini min ditempat saya murid disuruh bawa menunya untuk difoto https://t.co/sYJNWlbP1n;Tue Jan 14 03:55:31 +0000 2025
bukancebong007;@PaltiWest2024 Gizinya dimana itu..;Mon Jan 06 10:37:48 +0000 2025
bukancebong007;@PaltiWest2024 Nge 'prank' lagi nih ye...;Mon Jan 06 10:37:17 +0000 2025
ebil_muham97111;@PaltiWest2024 Makan bergizi lainnya: https://t.co/bbIHBvajbH;Sat Jan 11 19:21:32 +0000 2025
mrejaweh;@PaltiWest2024 10 rb mau berharap apa gw makan warteg 15 RB aja cuma dapet telor sayur sama gorengan 1. Apalagi ini proyek pemerintah yg sudah disunat diatas yg kemungkinan besar budget yg diterima pihak catering under 10 rb ;Mon Jan 06 10:48:45 +0000 2025
Arsalan9117;@PaltiWest2024 Liburan nyaman harga aman! Pakai kode ini di aplikasi RedDoorz dan nikmati diskon 30%. Gampang banget! https://t.co/ju0HbduSZp;Tue Jan 07 00:55:59 +0000 2025
its_mugunghwa;@PaltiWest2024 ya pak syukurin aja..kan sekarang panfuan ny makan bergizi bukan 4 sehat 5 sempurna..selama gizi di makanan ny udah terpenuhi..ngk ada susu jg ngk apa kok..;Mon Jan 06 08:24:51 +0000 2025
meriana_anni;@PaltiWest2024 Susu nya ditilap;Mon Jan 06 11:54:56 +0000 2025
oetomo_ian;@PaltiWest2024 Makanan yg dikasih negara itu bener2 buat rakyat ga mampu yg tersebar di pelosok2 tanah air...papua sana bnyk yg mau makanan kek gitu krn nasi bagi mreka adlh barang mewah klo dikota kota besar mana mau anak2 dkasih kek bgitu.Jd yauda putuskan mkn gratis bener2 buat yg ga mampu;Tue Jan 07 20:36:11 +0000 2025
ida_taltul;@PaltiWest2024 Sabar...sabar...;Wed Jan 08 03:29:53 +0000 2025
GenZNusantara;Makan Bergizi Gratis Picu Perputaran Uang Rp 8 Miliar di Desa #MBGUntukGenerasiEmas https://t.co/NkKGBWnTgk;Fri Apr 25 03:08:54 +0000 2025
xningiie;Makan Bergizi Gratis Picu Rp 8 Miliar di Desa #MBGUntukGenerasiEmas https://t.co/og32jJXhBd;Fri Apr 25 02:56:34 +0000 2025
grok;@CemeNiXapriL @upetis Kesimpulan dari Tweet kanjeng prabu : Strategi menghadapi tarif AS melibatkan diplomasi dengan mengirim tim negosiasi dan program MBG (Makan Bergizi Gratis) untuk dukung sosial. Namun hubungan MBG dengan tarif kurang jelas picu skeptisisme soal koherensi strategi ini.;Mon Apr 07 02:33:18 +0000 2025
radarbwi;Program Makan Bergizi Gratis Belum Merata di Semua Sekolah Picu Kecemburuan Siswa di Banyuwangi https://t.co/hxhKTYZYo5;Wed Feb 26 02:38:57 +0000 2025
rumaina_helma;@siamaww @ayyuaspita19 ogram makan bergizi gratis picu pertumbuhan ekonomi UMKM pangan dapat guyuran rezeki. #MBGDorongEkonomi;Fri Jan 31 17:48:20 +0000 2025
dini_danah;Dukungan bagi UMKM pangan melalui makan bergizi gratis picu pertumbuhan ekonomi solid. #MBGDorongEkonomi;Fri Jan 31 16:14:15 +0000 2025
PRFMnews;Ayam Krispi Makan Bergizi Gratis Picu Keracunan Puluhan Siswa SD di Sukoharjo Ternyata ini Penyebabnya https://t.co/T1PAuNKW7G;Sat Jan 18 06:13:12 +0000 2025
SINDOnews;Wacana Penggunaan Zakat untuk Makan Bergizi Gratis Hanya Picu Polemik Baru https://t.co/mZnjBvBfOM;Fri Jan 17 07:30:00 +0000 2025
idx_channel;Program Makan Bergizi Gratis Picu Tumbuhnya Industri Kecil dan Menengah https://t.co/jKWUaNQOjd;Fri Jan 17 03:30:00 +0000 2025
pikiran_rakyat;Selamat Pagi Sobat PR! . Hari ini di Koran Pikiran Rakyat membahas tentang Makan Bergizi Gratis Hari Ini Jabar Terbanyak di RI Terkendala Izin Sampah Caringin Belum Bisa Diolah hingga Truk Picu Tabrakan Tiga Mobil dan Satu Bus Rusak. . Jangan Lupa Beli dan Baca Harian Umum https://t.co/PSagNLS1Qb;Sun Jan 05 23:27:57 +0000 2025
ErlandoFauzi;Dukung Program Makan Bergizi Gratis untuk bantu penuhi gizi anak-anak di Pelosok pedalaman Papua Senin Jam 3 extra joss U-kiss Vanessa Top 4 Kenapaa Hamil Nobita kita saling melengkapi Tuhan hari buruh pesta gajian Indeks pak dony selamat hari puisi nasional apel pagi Wisuda https://t.co/NOSaSJrbJ2;Mon Apr 28 22:34:28 +0000 2025
jay_amour;Program Makan Bergizi Gratis di Papua Menuju Indonesia Emas Gemilang! Senin Jam 3 extra joss U-kiss Vanessa Top 4 Kenapaa Hamil Nobita kita saling melengkapi Tuhan hari buruh pesta gajian Indeks pak dony selamat hari puisi nasional apel pagi Wisuda https://t.co/rDwP13ZqQK;Mon Apr 28 22:34:26 +0000 2025
jay_amour;Dukung Program Makan Bergizi Gratis untuk bantu penuhi gizi anak-anak di Pelosok pedalaman Papua Senin Jam 3 extra joss U-kiss Vanessa Top 4 Kenapaa Hamil Nobita kita saling melengkapi Tuhan hari buruh pesta gajian Indeks pak dony selamat hari puisi nasional apel pagi Wisuda https://t.co/omh5uMb7Ky;Mon Apr 28 22:33:51 +0000 2025
grok;@kalalampau @KangbasoPakeHT1 @TOM5helby Gibran Rakabuming Raka sebagai Wapres menunjukkan sisi berwibawa melalui keterlibatannya dalam program makan gratis kunjungan ke daerah bencana dan dorongan kepada pemuda untuk beradaptasi dengan AI. Namun beberapa tindakannya seperti video monolog dinilai mencari perhatian;Mon Apr 28 20:09:07 +0000 2025
chandratitius;@kompascom Kata Prabowo banyak negara yang mau belajar program Makan Beracun Gratis ini ;Mon Apr 28 16:44:46 +0000 2025
aeanakim_;Lagian masak mau jd-in anak2 bahan percobaan makanan sih? Logic dong. Yg belain program makan siang gratis ini gimana sih mikirnya?;Mon Apr 28 16:36:06 +0000 2025
bikini_johnny;program makan bergizi gratis #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/Y567g9fzPl;Mon Apr 28 16:03:05 +0000 2025
bikini_johnny;program makan bergizi gratis #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/i0bLQ7dws2;Mon Apr 28 16:02:53 +0000 2025
allegory1318;Program Makan Bergizi Gratis #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/uLt4kxXYtY;Mon Apr 28 16:02:28 +0000 2025
SumselTren;Program Makan Bergizi Gratis #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/TxmL1M4FF2;Mon Apr 28 15:56:12 +0000 2025
DindaP1805;Program MBG bukan sekadar makan gratis tapi investasi besar untuk masa depan emas bangsa! #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/ZwJ5mG8Zh4;Mon Apr 28 15:53:17 +0000 2025
grok;@rudi_alexander @TOM5helby Gibran Rakabuming Raka tetap aktif sebagai Wakil Presiden terlibat dalam program seperti Makan Bergizi Gratis dan Lapor Mas Wapres yang terus diperbarui. Ia juga hadir di acara internasional seperti INACRAFT 2025 dan bertemu pejabat asing. Klaim bahwa ia dimarginalkan oleh;Mon Apr 28 15:48:33 +0000 2025
Raju89755360;@mardigu024 Program PMT-AS makan siang gratis Anis tanpa libatkan vendor namun libatkan orang tua murid untuk sediakan makam siang gratis abah mang gak mau pamer kalo gw dapet ni video dari maren biar gw yg pamer jadi sedihmang abah orang baik yg peduli rakyat kecil https://t.co/JbB2FUKkeM;Mon Apr 28 15:29:55 +0000 2025
GorontaloNews1;Dukung program Makan Bergizi Gratis. https://t.co/gCH6XsvTMD;Mon Apr 28 15:26:27 +0000 2025
KuretaID;Bukan Hanya Gizi Program Makan Bergizi Gratis Juga Mendorong Meningkatnya Perekonomian Warga https://t.co/1CXtI9nMza;Mon Apr 28 15:04:13 +0000 2025
_kuebingka;Apa kabar program makan gratis di kalimantan? Kok hening ya;Mon Apr 28 14:59:33 +0000 2025
mahardikaagh;Program MBG Gizi Terpenuhi Masa Depan Cerah! Lewat Program Makan Bergizi Gratis pemerintah pastikan anak-anak Indonesia tumbuh sehat untuk raih Indonesia Emas 2045. #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/HTyjolCyuF;Mon Apr 28 14:58:45 +0000 2025
grok;@qiutcainisrtz @ARSIPAJA Ya data ini cukup bisa dipercaya. Prabowo Subianto memang punya approval rating sekitar 81% pada April 2025 tertinggi di antara pemimpin G20 berdasarkan laporan dari The World in Maps dan media seperti CNN Indonesia. Ini didukung oleh keberhasilan program makan siang gratis;Mon Apr 28 14:50:02 +0000 2025
forCARMENonly;dana BOS alias dana pendidikan kan udah dipotong habis-habisan demi melanjutkan program ga jelas MAKAN BERGIZI GRATIS yasudah tanya aja ke presiden kalian sampe ganti presiden nanti gue ga bakal berenti nyalahin 02 voter;Mon Apr 28 14:48:49 +0000 2025
rhnlf_;Gk ada hal yang bisa diapresiasi sejauh ini dari berjalannya program MBG. Mau dibilang berhasil tapi belum ada bukti keberhasilannya. Sejauh ini isinya cuma kegagalan doang. Tujuan program ini harusnya NGASIH MAKAN BERGIZI GRATIS bukan cuma NGASIH MAKAN GRATIS.;Mon Apr 28 14:38:45 +0000 2025
jaehyunweds;program makan gratis untuk anak sekolah;Mon Apr 28 14:36:55 +0000 2025
tempodotco;Program makan bergizi gratis (MBG) dibayangi oleh praktik kapitalisme kroni. Apa saja masalahnya? #KolomTempo https://t.co/uLtBPPRMfP;Mon Apr 28 14:30:01 +0000 2025
jasraputra80;FGD @KPAI_official Kebijakan Program Makan Bergizi Gratis dlm Perspektif Perlindungan Anak. https://t.co/6NybAwHz2z;Mon Apr 28 14:26:47 +0000 2025
grok;@gambreng__ Berdasarkan data dari media dan survei kinerja 100 hari pertama Prabowo Subianto sebagai presiden (20 Oktober 2024 - 27 Januari 2025) mendapat respons positif. Survei Kompas mencatat tingkat kepuasan publik mencapai 80 9% didukung oleh program makan gratis untuk anak sekolah;Mon Apr 28 14:15:54 +0000 2025
harijanto_1;@kompascom Program gak jelas. Masa program makan bergizi gratis malah keracunan.;Mon Apr 28 14:15:29 +0000 2025
bali_prabowo;Program Makan Bergizi Gratis hadir untuk memastikan setiap anak mendapatkan asupan gizi seimbang melalui lauk sayur buah dan susu. Dengan nutrisi yang cukup anak-anak Indonesia dapat belajar lebih fokus tumbuh sehat dan berkembang optimal https://t.co/8PzAPU1Zlc;Mon Apr 28 14:08:23 +0000 2025
